chembl_id,pref_name,atc,drh_indication,drh_moa,pain_prior,cns_prior
CHEMBL991,STAVUDINE,J05AF04,human immunodeficiency virus (HIV-1),DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor,False,False
CHEMBL995,LOSARTAN POTASSIUM,,,,False,False
CHEMBL996,CEFOXITIN,J01DC01,respiratory tract infections|urinary tract infections|intra-abdominal infections|gynecologic infections|bacterial septicemia|bone and joint infections|skin infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL70046,SORIVUDINE,,,,False,False
CHEMBL997,IBANDRONIC ACID,M05BA06,,,False,False
CHEMBL998,LORATADINE,R06AX13,allergic rhinitis|itching,histamine receptor antagonist,False,True
CHEMBL71752,VINPOCETINE,N06BX18,stroke|senile dementia,phosphodiesterase inhibitor|sodium channel blocker,False,True
CHEMBL305660,EBASTINE,R06AX22,allergic rhinitis|urticaria,histamine receptor antagonist,False,True
CHEMBL1000,CETIRIZINE,R06AE07;S01GX12,allergic rhinitis,histamine receptor antagonist,False,True
CHEMBL70418,CLOBAZAM,N05BA09,,,False,True
CHEMBL1002,LEVOSALBUTAMOL,,,,False,False
CHEMBL1003,CLAVULANATE POTASSIUM,,,,False,False
CHEMBL1004,DOXYLAMINE,R06AA59;R06AA09,sedative,histamine receptor antagonist,False,True
CHEMBL70972,SERATRODAST,R03DX06,asthma,prostanoid receptor antagonist,False,False
CHEMBL1005,REMIFENTANIL,N01AH06,,,True,True
CHEMBL70927,DEFERIPRONE,V03AC02,transfusional hemosiderosis|thalassemia|iron overload,chelating agent,False,False
CHEMBL1006,AMIFOSTINE,V03AF05,renal toxicity,reducing agent,False,False
CHEMBL1008,BEPRIDIL,C08EA02,angina pectoris,calcium channel blocker,False,True
CHEMBL1009,LEVODOPA,N04BA01,Parkinson's Disease,dopamine precursor,False,True
CHEMBL1010,CEFOTAXIME SODIUM,,,,False,False
CHEMBL308954,ETRAVIRINE,J05AG04,human immunodeficiency virus (HIV-1),non-nucleoside reverse transcriptase inhibitor,False,False
CHEMBL306700,VILOXAZINE,N06AX09,depression,norepinephrine reuptake inhibitor,False,True
CHEMBL1013,LORACARBEF ANHYDROUS,,,,False,False
CHEMBL74632,MOXALACTAM,J01DD06,gram-positive bacterial infections|gram-negative bacterial infections|skin infections|bone and joint infections|pneumonia|urinary tract infections|meningitis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL312448,XYLOMETAZOLINE,S01GA53;R01AA07;R01AB06;S01GA03,nasal congestion|allergic rhinitis,adrenergic receptor agonist,False,True
CHEMBL1014,CANDESARTAN CILEXETIL,,,,False,False
CHEMBL1017,TELMISARTAN,C09CA07,hypertension,angiotensin receptor antagonist,False,False
CHEMBL1018,DIENESTROL,G03CB01;G03CC02,menopause,estrogen receptor agonist,False,False
CHEMBL75435,DEXKETOPROFEN,M01AE17;M02AA27,,,False,False
CHEMBL73234,CARBETAPENTANE,R05DB05,common cold|nasal congestion|bronchitis,acetylcholine receptor antagonist,False,True
CHEMBL1020,TOLMETIN,M02AA21;M01AB03,rheumatoid arthritis|osteoarthritis,cyclooxygenase inhibitor,False,False
CHEMBL1021,NEPAFENAC,S01BC10,eye inflammation,cyclooxygenase inhibitor,False,False
CHEMBL75880,PERHEXILINE,C08EX02,angina pectoris,carnitine palmitoyltransferase inhibitor,False,False
CHEMBL1023,BEXAROTENE,L01XF03,cutaneous T-cell lymphoma (CTCL),retinoid receptor agonist,False,False
CHEMBL1024,IFOSFAMIDE,L01AA06,testicular carcinoma|hemorrhagic cystitis,DNA alkylating agent,False,False
CHEMBL1025,ISOFLUROPHATE,S01EB07,glaucoma,cholinesterase inhibitor,False,False
CHEMBL307261,ARTENIMOL,P01BE05,,,False,False
CHEMBL1026,FENOLDOPAM MESYLATE,,,,False,False
CHEMBL1027,TIAGABINE,N03AG06,seizures,GABA uptake inhibitor,False,True
CHEMBL76370,TEGASEROD,A06AX06,,serotonin receptor partial agonist,False,True
CHEMBL431770,ISTRADEFYLLINE,N04CX01,Parkinson's Disease|dyskinesia,adenosine receptor antagonist,False,True
CHEMBL1029,MIGLUSTAT,A16AX06,Gaucher disease,glycosyl transferase inhibitor,False,False
CHEMBL1034,DICLOFENAC SODIUM,,,,False,False
CHEMBL1037,GUANADREL,,hypertension,adrenergic inhibitor,False,True
CHEMBL1040,CALCIFEDIOL ANHYDROUS,,,,False,False
CHEMBL1042,CHOLECALCIFEROL,A11CC05,vitamin D deficiency,,False,False
CHEMBL1043,DAPSONE,J04BA02;D10AX05,dermatitis herpetiformis (DH)|leprosy,bacterial antifolate,False,False
CHEMBL1046,AMINOCAPROIC ACID,B02AA01,,,False,False
CHEMBL421701,DITHIAZANINE IODIDE,,,,False,False
CHEMBL311498,CIANIDANOL,,,fatty acid synthase inhibitor,False,False
CHEMBL420762,MOZAVAPTAN,,hyponatremia,vasopressin receptor antagonist,False,False
CHEMBL1051,LATANOPROST,S01EE01,ocular hypertension|glaucoma,prostanoid receptor agonist,False,False
CHEMBL1054,TRICHLORMETHIAZIDE,C03AA06,hypertension|edema,chloride channel blocker,False,False
CHEMBL1055,CHLORTHALIDONE,C03BA04,hypertension|edema|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|acute glomerulonephritis (AGN)|chronic renal failure,carbonic anhydrase inhibitor,False,False
CHEMBL316157,CEPHALORIDINE,J01DB02,,,False,False
CHEMBL1057,FLUORESCEIN,S01JA51;S01JA01,ophthalmology diagnostic,,False,False
CHEMBL1059,PREGABALIN,N02BF02,,,True,True
CHEMBL1064,SIMVASTATIN,C10AA01,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia,HMGCR inhibitor,False,False
CHEMBL83063,RITODRINE,G02CA01,premature labor,adrenergic receptor agonist,False,True
CHEMBL1065,METHYSERGIDE,N02CA04,headache,serotonin receptor antagonist,False,True
CHEMBL1068,OXCARBAZEPINE,N03AF02,seizures,sodium channel blocker,True,True
CHEMBL1069,VALSARTAN,C09CA03,hypertension|congestive heart failure|congestive heart failure,angiotensin receptor antagonist,False,False
CHEMBL315838,ENCAINIDE,C01BC08,,,False,False
CHEMBL86304,MOCLOBEMIDE,N06AG02,depression|anxiety,monoamine oxidase inhibitor,False,True
CHEMBL85231,MEDIFOXAMINE,N06AX13,,,False,True
CHEMBL1070,NABUMETONE,M01AX01,rheumatoid arthritis|osteoarthritis,cyclooxygenase inhibitor,False,False
CHEMBL1071,OXAPROZIN,M01AE12,osteoarthritis|rheumatoid arthritis,cyclooxygenase inhibitor,False,False
CHEMBL314437,MEPTAZINOL,N02AX05,pain relief,opioid receptor agonist,False,True
CHEMBL86715,PROCYCLIDINE,N04AA04,parkinsonism|Parkinson's Disease|akathisia|dystonia,acetylcholine receptor antagonist,False,True
CHEMBL1072,BUMETANIDE,C03CA02,edema|congestive heart failure,solute carrier family member inhibitor,False,False
CHEMBL1073,GLIPIZIDE,A10BB07,diabetes mellitus|hyperglycemia,sulfonylurea,False,False
CHEMBL87708,LOFEPRAMINE,N06AA07,depression,norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),False,True
CHEMBL87493,FENFLURAMINE,N03AX26;A08AA02,,,False,True
CHEMBL315795,CLOMETHIAZOLE,N05CM02;N05CX04,Parkinson's Disease|sedative|muscle relaxant,GABA receptor antagonist|GABA receptor modulator,False,True
CHEMBL315985,ESLICARBAZEPINE,N03AF04,,,True,True
CHEMBL1075,MORICIZINE,C01BG01,,,False,False
CHEMBL87992,ESLICARBAZEPINE ACETATE,,,,False,False
CHEMBL1077,BROMFENAC,S01BC11,,cyclooxygenase inhibitor,False,False
CHEMBL1079,TIZANIDINE,M03BX02,spasms,adrenergic receptor agonist,True,True
CHEMBL89598,VIGABATRIN,N03AG04,seizures|spasms,GABA aminotransferase inhibitor,False,True
CHEMBL90555,VINCRISTINE,L01CA02,acute lymphoblastic leukemia (ALL),tubulin polymerization inhibitor,False,False
CHEMBL1082,AMOXICILLIN,J01CA04,skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections,penicillin binding protein inhibitor,False,False
CHEMBL313972,MASOPROCOL,L01XX10,actinic keratosis (AK),lipoxygenase inhibitor,False,False
CHEMBL314854,FINGOLIMOD,L04AE01,multiple sclerosis,immunosuppressant|sphingosine 1-phosphate receptor agonist,False,False
CHEMBL91397,RUPATADINE,R06AX28,allergic rhinitis|urticaria,histamine receptor antagonist|platelet activating factor receptor antagonist,False,True
CHEMBL1085,ACETOPHENAZINE,N05AB07,psychosis,dopamine receptor antagonist,False,True
CHEMBL1086,DIBUCAINE,S02DA04;S01HA06;D04AB02;N01BB06;C05AD04,,,False,False
CHEMBL1087,MEPIVACAINE,N01BB03;N01BB53,local anesthetic,potassium channel blocker|sodium channel blocker,False,True
CHEMBL1088,MESORIDAZINE,N05AC03,schizophrenia,dopamine receptor antagonist,False,True
CHEMBL1089,PHENELZINE,N06AF03,depression,monoamine oxidase inhibitor,False,True
CHEMBL1090,VIDARABINE,S01AD06;J05AB03,virus herpes simplex (HSV)|varicella-zoster virus (VZV),antiviral,False,False
CHEMBL90593,PRASTERONE,A14AA07;G03XX01,,,False,False
CHEMBL1091,HYDROCORTISONE ACETATE,,,,False,False
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,,,,False,False
CHEMBL1093,ARTICAINE,N01BB58;N01BB08,local anesthetic,local anesthetic,False,True
CHEMBL1094,FELBAMATE,N03AX10,epilepsy,glutamate receptor antagonist,False,True
CHEMBL1095,ETHOTOIN,N03AB01,seizures,hydantoin antiepileptic,False,True
CHEMBL1096,AMLEXANOX,A01AD07;R03DX01,aphthous ulcers|asthma|conjunctivitis|allergic rhinitis,histamine receptor modulator,False,True
CHEMBL94081,ALCLOFENAC,M01AB06,rheumatoid arthritis,cyclooxygenase inhibitor,False,False
CHEMBL92401,IPRONIAZID,N06AF05,,monoamine oxidase inhibitor,False,True
CHEMBL1098,BUPIVACAINE,N01BB01;N01BB51,peripheral nerve block|caudal epidural block|lumbar epidural block,sodium channel blocker,False,True
CHEMBL1100,PARAMETHADIONE,N03AC01,seizures,anticonvulsant,False,True
CHEMBL1101,BIPERIDEN,N04AA02,Parkinson's Disease,acetylcholine receptor antagonist,False,True
CHEMBL328560,SULTHIAME,N03AX03,,,False,True
CHEMBL1102,GLUTETHIMIDE,N05CE01,,,False,True
CHEMBL1103,FURAZOLIDONE,G01AX06,diarrhea|enteritis|cholera,bacterial DNA inhibitor,False,False
CHEMBL1104,EDROPHONIUM,V04CX07,myasthenia gravis,acetylcholinesterase inhibitor,False,True
CHEMBL413965,FELBINAC,M02AA08,rheumatoid arthritis|muscle pain,cyclooxygenase inhibitor,False,True
CHEMBL1106,EPINASTINE,S01GX10;R06AX24,conjunctivitis,histamine receptor antagonist,False,True
CHEMBL1107,HALOFANTRINE,P01BX01,malaria,antimalarial agent,False,False
CHEMBL1108,DROPERIDOL,N05AD08,nausea|vomiting,dopamine receptor antagonist,False,True
CHEMBL94454,MIZOLASTINE,R06AX25,urticaria|allergic rhinitis,histamine receptor antagonist,False,True
CHEMBL1109,SULFAPHENAZOLE,J01ED08;S01AB05,urinary tract infections,dihydropteroate synthetase inhibitor,False,False
CHEMBL1110,ALOSETRON,A03AE01,,serotonin receptor antagonist,False,True
CHEMBL94394,BUFEXAMAC,M01AB17;M02AA09,,cyclooxygenase inhibitor,False,False
CHEMBL316561,PROGLUMIDE,A02BX06,,CCK receptor antagonist,False,False
CHEMBL1111,AMBRISENTAN,C02KX02,pulmonary arterial hypertension (PAH),endothelin receptor antagonist,False,False
CHEMBL1112,ARIPIPRAZOLE,N05AX12,depression|schizophrenia|bipolar disorder,serotonin receptor agonist|serotonin receptor antagonist,False,True
CHEMBL1113,AMOXAPINE,N06AA17,depression,norepinephrine reputake inhibitor,False,True
CHEMBL1115,PYRIDOSTIGMINE,N07AA02,,,False,True
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,,,,False,False
CHEMBL1117,IDARUBICIN,L01DB06,acute myeloid leukemia (AML),topoisomerase inhibitor,False,False
CHEMBL95889,BETAINE,A16AA06,homocystinuria,nitric oxide donor,False,False
CHEMBL1118,DESVENLAFAXINE,N06AX23,depression,serotonin–norepinephrine reuptake inhibitor (SNRI),False,True
CHEMBL319144,MINODRONIC ACID,,,,False,False
CHEMBL328190,LASOFOXIFENE,G03XC03,osteoporosis|breast cancer,selective estrogen receptor modulator (SERM),False,False
CHEMBL317052,REGADENOSON ANHYDROUS,,,,False,False
CHEMBL329522,EXIFONE,,,nootropic agent,False,False
CHEMBL99946,LEVOMILNACIPRAN,N06AX28,,,False,True
CHEMBL317094,IMIDAPRIL,C09AA16,hypertension|congestive heart failure,angiotensin converting enzyme inhibitor,False,False
CHEMBL100116,PENTAZOCINE,N02AD01,,,False,True
CHEMBL1123,DICYCLOMINE,A03AA07,,,False,False
CHEMBL1126,PENICILLIN G SODIUM,,,,False,False
CHEMBL1128,EDROPHONIUM CHLORIDE,,,,False,False
CHEMBL1129,TRIFLURIDINE,L01BC59;S01AD02,virus herpes simplex (HSV),DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor,False,False
CHEMBL1131,ACITRETIN,D05BB02,psoriasis,retinoid receptor agonist,False,False
CHEMBL1133,OXYBUTYNIN CHLORIDE,,,,False,False
CHEMBL1134,DECAMETHONIUM BROMIDE,,,,False,False
CHEMBL1136,TELITHROMYCIN,J01FA15,pneumonia,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor,False,False
CHEMBL1138,EZETIMIBE,C10AX09,hyperlipidemia|hypercholesterolemia|sitosterolemia,cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist,False,False
CHEMBL1139,EPOPROSTENOL,B01AC09,hypertension,prostacyclin analog,False,False
CHEMBL1140,NIACINAMIDE,A11HA01,,,False,False
CHEMBL418995,AMINEPTINE,N06AA19,,dopamine receptor agonist,False,True
CHEMBL106258,AMINOREX,,,,False,False
CHEMBL110458,MIGALASTAT,A16AX14,,,False,False
CHEMBL108545,METHYL SALICYLATE,,,,False,False
CHEMBL1141,POTASSIUM IODIDE,R05CA02;V03AB21;S01XA04,,,False,False
CHEMBL1144,PRAVASTATIN,C10AA03,hypercholesterolemia|myocardial infarction|hyperlipidemia,HMGCR inhibitor,False,False
CHEMBL1146,CEFAMANDOLE,J01DC03,skin infections|urinary tract infections|respiratory tract infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1148,TORSEMIDE,C03CA04,,,False,False
CHEMBL1149,LEVOCARNITINE,A16AA01,carnitine deficiency,,False,False
CHEMBL1152,PREDNISOLONE ACETATE,,,,False,False
CHEMBL110691,CHLORMADINONE ACETATE,G03DB06,,,False,False
CHEMBL325041,BORTEZOMIB,L01XG01,multiple myeloma|mantle cell lymphoma (MCL),NFkB pathway inhibitor|proteasome inhibitor,False,False
CHEMBL1159,PINACIDIL ANHYDROUS,,,,False,False
CHEMBL1161,MOMETASONE FUROATE,D07AC13;D07XC03;R01AD09;R03BA07,,,False,False
CHEMBL1162,NORETHINDRONE,G03DC02;G03AC01,endometriosis,progesterone receptor agonist,False,False
CHEMBL1163,ATAZANAVIR,J05AE08,human immunodeficiency virus (HIV-1),HIV protease inhibitor,False,False
CHEMBL1165,MOEXIPRIL,C09AA13,hypertension,angiotensin converting enzyme inhibitor,False,False
CHEMBL1166,ARGATROBAN,B01AE03,heparin-induced thrombocytopenia (HIT),thrombin inhibitor,False,False
CHEMBL1167,SPECTINOMYCIN,J01XX04,airsacculitis|chronic respiratory disease,bacterial 30S ribosomal subunit inhibitor,False,False
CHEMBL1168,RAMIPRIL,C09AA05,hypertension,angiotensin converting enzyme inhibitor,False,False
CHEMBL419213,LISINOPRIL,C09AA03,hypertension|congestive heart failure|diabetes mellitus,angiotensin converting enzyme inhibitor,False,False
CHEMBL1169,AMINOSALICYLIC ACID,J04AA01,,,False,False
CHEMBL1170,TESTOSTERONE PROPIONATE,,,,False,False
CHEMBL117287,PRUCALOPRIDE,A06AX05,constipation,serotonin receptor agonist,False,True
CHEMBL1172,DESLORATADINE,R06AX27,allergic rhinitis|urticaria,histamine receptor antagonist,False,True
CHEMBL333826,DEQUALINIUM,G01AC05;D08AH01;R02AA02,first-aid antiseptic,PKC inhibitor,False,False
CHEMBL1175,DULOXETINE,N06AX21,depression|generalized anxiety disorder (GAD)|muscle pain|peripheral neuropathy,norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),True,True
CHEMBL1177,PEMOLINE,N06BA05,,,False,True
CHEMBL119423,TISOPURINE,M04AA02,,,False,False
CHEMBL117785,TETRABENAZINE,N07XX06,cholera|Huntington's disease,vesicular monoamine transporter inhibitor,False,True
CHEMBL1184,ACETYLCHOLINE CHLORIDE,,,,False,False
CHEMBL1185,ZOLMITRIPTAN,N02CC03,migraine headache,serotonin receptor agonist,True,True
CHEMBL338975,PHYSOSTIGMINE SALICYLATE,,,,False,False
CHEMBL121663,DEQUALINIUM CHLORIDE,,,,False,False
CHEMBL1190,DECAMETHONIUM,,muscle relaxant,acetylcholine receptor agonist,False,True
CHEMBL339427,TUBOCURARINE,M03AA02,anesthetic,acetylcholine receptor antagonist,False,True
CHEMBL338802,SULFAGUANIDINE,A07AB03,urinary tract infections,bacterial antifolate,False,False
CHEMBL1191,SULFAMETHIZOLE,S01AB01;D06BA04;J01EB02;B05CA04,urinary tract infections,bacterial antifolate,False,False
CHEMBL1193,PHENIRAMINE,D04AA16;R06AB05,allergic rhinitis|urticaria,histamine receptor antagonist,False,True
CHEMBL1194,PRILOCAINE,N01BB04;N01BB54,anesthetic,local anesthetic,False,True
CHEMBL1195,PROPOXYCAINE,,anesthetic,local anesthetic,False,True
CHEMBL1196,PROPARACAINE,S01HA04,,,False,False
CHEMBL1197,HEXYLCAINE,,local anesthetic,sodium channel blocker,False,True
CHEMBL1198,PRAMOXINE,D04AB07;C05AD07,corticosteroid-responsive dermatoses,topical anesthetic,False,False
CHEMBL1200,BENOXINATE,D04AB03;S01HA02,,,False,False
CHEMBL1201,THIOTHIXENE,N05AF04,schizophrenia,dopamine receptor antagonist,False,True
CHEMBL126224,IPRINDOLE,N06AA13,,,False,True
CHEMBL127516,BUTAMBEN,,,sodium channel blocker,False,True
CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE,,,,False,False
CHEMBL1205,NELFINAVIR MESYLATE,,,,False,False
CHEMBL1206,ETHOPROPAZINE,N04AA05,,,False,False
CHEMBL1208,CINOXACIN,J01MB06,urinary tract infections,topoisomerase inhibitor,False,False
CHEMBL334966,CANGRELOR,B01AC25,myocardial infarction,purinergic receptor antagonist,False,False
CHEMBL1214,CARBENICILLIN,J01CA03,gram-negative bacterial infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL340978,BENOXAPROFEN,M01AE06,,,False,False
CHEMBL1215,PHENYLEPHRINE,R01AA04;R01BA53;R01BA03;S01FB01;S01GA05;C01CA06;S01GA55;C05AX06;R01AB01,nasal congestion|hemorrhoids|hypotension,adrenergic receptor agonist,False,True
CHEMBL1218,RAMELTEON,N05CH02,insomnia,melatonin receptor agonist,False,True
CHEMBL1219,RABEPRAZOLE,A02BC04;A02BC54,gastroesophageal reflux disease (GERD)|duodenal ulcer disease|Zollinger-Ellison syndrome,ATPase inhibitor|gastrin inhibitor,False,False
CHEMBL1220,TINIDAZOLE,G01AF21;P01AB02;J01XD02,giardiasis|amebiasis|bacterial vaginosis|trichomoniasis,antiprotozoal agent,False,False
CHEMBL1221,SULCONAZOLE,D01AC09,tinea pedis|tinea cruris|tinea corporis,sterol demethylase inhibitor,False,False
CHEMBL135400,ZOPICLONE,N05CF01,,,False,True
CHEMBL1223,PENICILLIN G POTASSIUM,,,,False,False
CHEMBL1224,ACRIVASTINE,R06AX18,allergic rhinitis,histamine receptor antagonist,False,True
CHEMBL344159,TOLVAPTAN,C03XA01,hyponatremia|congestive heart failure|hepatic cirrhosis,vasopressin receptor antagonist,False,False
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,,,,False,False
CHEMBL1229,OSELTAMIVIR,J05AH02,,,False,False
CHEMBL139367,PERAMIVIR ANHYDROUS,J05AH03,,,False,False
CHEMBL341812,IBUFENAC,,,,False,False
CHEMBL1231,OXYBUTYNIN,G04BD04,urinary incontinence,acetylcholine receptor antagonist,False,True
CHEMBL1232,ERTAPENEM SODIUM,,,,False,False
CHEMBL1233,CARISOPRODOL,M03BA72;M03BA02;M03BA52,,,False,False
CHEMBL1237,LISINOPRIL ANHYDROUS,,,,False,False
CHEMBL1238,AZELAIC ACID,D10AX03,,,False,False
CHEMBL1239,BENZYL BENZOATE,P03AX01,,,False,False
CHEMBL1240,PROPANTHELINE BROMIDE,,,,False,False
CHEMBL1241,TRIPELENNAMINE,R06AC04;D04AA04,asthma|allergic rhinitis|urticaria,histamine receptor antagonist,False,True
CHEMBL1242,PHENAZOPYRIDINE,G04BX06,urinary tract infections,local anesthetic,False,False
CHEMBL141305,CYCLOFENIL,G03GB01,,,False,False
CHEMBL139877,SULFACARBAMIDE,,,,False,False
CHEMBL1243,SULFABENZAMIDE,,gram-negative bacterial infections|gram-positive bacterial infections,bacterial antifolate,False,False
CHEMBL142703,VILDAGLIPTIN,A10BH02,diabetes mellitus,dipeptidyl peptidase inhibitor,False,False
CHEMBL1245,TRIMETHAPHAN CAMSYLATE,,,,False,False
CHEMBL142635,NAFTOPIDIL,,benign prostatic hyperplasia (BPH),adrenergic receptor antagonist,False,True
CHEMBL1256,ISOFLURANE,N01AB06,general anaesthetic,inhaled anaesthetic,False,True
CHEMBL1257,ENFLURANE,N01AB04,anesthetic,membrane permeability inhibitor,False,True
CHEMBL1259,METOCURINE,,muscle relaxant,acetylcholine receptor antagonist,False,True
CHEMBL1261,CITRIC ACID,A09AB04,,,False,False
CHEMBL144673,HEXETIDINE,G01AX16;A01AB12,pharyngitis|meningitis|laryngitis|gingivitis|ulcerative colitis,local anesthetic,False,False
CHEMBL1262,OXICONAZOLE,G01AF17;D01AC11,tinea pedis|tinea cruris|tinea corporis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1263,SALMETEROL,R03AC12,asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm,adrenergic receptor agonist,False,True
CHEMBL1265,ADAPALENE,D10AD53;D10AD03,acne vulgaris (AV),retinoid receptor agonist,False,False
CHEMBL146095,GLAFENINE,N02BG03,,DeltaF508-CFTR Correctors,False,True
CHEMBL1266,TETRAHYDROZOLINE,S01GA52;R01AA06;R01AB03;S01GA02,eye irritation,adrenergic receptor agonist,False,True
CHEMBL1271,PENTOLINIUM,,hypertension,cholinergic receptor antagonist,False,False
CHEMBL1272,REPAGLINIDE,A10BX02,diabetes mellitus,insulin secretagogue,False,False
CHEMBL1274,NILUTAMIDE,L02BB02,prostate cancer,androgen receptor antagonist,False,False
CHEMBL1275,PERGOLIDE MESYLATE,,,,False,False
CHEMBL1278,NARATRIPTAN,N02CC02,migraine headache,serotonin receptor agonist,False,True
CHEMBL1279,FROVATRIPTAN,N02CC07,migraine headache,serotonin receptor agonist,False,True
CHEMBL1280,VERAPAMIL HYDROCHLORIDE,,,,False,False
CHEMBL149972,PHENOBARBITAL SODIUM,,,,False,False
CHEMBL1282,IMIQUIMOD,D06BB10,actinic keratosis (AK)|genital warts|basal cell carcinoma (BCC),interferon inducer|toll-like receptor agonist,False,False
CHEMBL348000,CINCHOPHEN,M04AC02,gout,analgesic agent,False,False
CHEMBL1286,LEVETIRACETAM,N03AX14,seizures,calcium channel blocker,True,True
CHEMBL1289,HALOPROGIN,D01AE11,tinea pedis,other antifungal,False,False
CHEMBL1290,PENBUTOLOL,C07AA23,hypertension,adrenergic receptor antagonist,False,True
CHEMBL345524,ANTRAFENINE,,,,False,False
CHEMBL152684,BECLOBRATE,,,,False,False
CHEMBL1291,METIPRANOLOL,S01ED04;S01ED54,,adrenergic receptor antagonist,False,True
CHEMBL1292,CLOFAZIMINE,J04BA01,leprosy,GK0582 inhibitor,False,False
CHEMBL1293,BETA CAROTENE,D02BB01;A11CA02,,,False,False
CHEMBL1294,QUINIDINE,C01BA01;C01BA51;C01BA71,malaria|atrial fibrillation (AF)|ventricular arrhythmias,sodium channel blocker,False,True
CHEMBL1295,BUTOCONAZOLE,G01AF15,vulvovaginal candidiasis,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1296,CEFOTIAM,J01DC07,bacterial septicemia|bone and joint infections|respiratory tract infections|skin infections|urinary tract infections,bacterial cell wall synthesis inhibitor,False,False
CHEMBL1297,FENOPROFEN,M01AE04,rheumatoid arthritis|osteoarthritis,prostaglandin inhibitor,False,False
CHEMBL345714,ACIPIMOX,C10AD06,hyperlipidemia,cholesterol inhibitor,False,False
CHEMBL157101,KETOCONAZOLE,D01AC08;G01AF11;H02CA03;J02AB02,seborrheic dermatitis,sterol demethylase inhibitor,False,False
CHEMBL170,QUININE,M09AA72;P01BC01,malaria,hemozoin biocrystallization inhibitor,False,False
CHEMBL346235,DIAMTHAZOLE DIHYDROCHLORIDE,,,,False,False
CHEMBL1301,HYDROXYSTILBAMIDINE,,,,False,False
CHEMBL1303,ROTIGOTINE,N04BC09,Parkinson's Disease|restless leg syndrome,dopamine receptor agonist,False,True
CHEMBL349803,PIRETANIDE,C03CA03,hypertension|edema,glucocorticoid receptor agonist,False,False
CHEMBL1305,ANTAZOLINE,R01AC04;R06AX05,conjunctivitis|nasal congestion,antihistamine,False,True
CHEMBL1311,ISOSORBIDE MONONITRATE,C01DA14,,,False,False
CHEMBL1314,TIOPRONIN,G04BX16,kidney stones,chelating agent|reducing agent,False,False
CHEMBL1316,CARPROFEN,,osteoarthritis,cyclooxygenase inhibitor,False,False
CHEMBL159226,MOXISYLYTE,G04BE06;C04AX10,,adrenergic receptor antagonist,False,True
CHEMBL1321,PROCARBAZINE,L01XB01,Hodgkin's lymphoma,monoamine oxidase inhibitor,False,True
CHEMBL1323,DARUNAVIR,J05AE10,human immunodeficiency virus (HIV-1),HIV protease inhibitor,False,False
CHEMBL1324,TOLCAPONE,N04BX01,,catechol O methyltransferase inhibitor,False,False
CHEMBL162036,BENORILATE,N02BA10,,,False,True
CHEMBL1328,PENTAGASTRIN,V04CG04,anacidity diagnostic|gastric hypersecretion diagnostic,CCK receptor agonist,False,False
CHEMBL1336,SORAFENIB,L01EX02,renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC),FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,False,False
CHEMBL168815,CEVIMELINE,N07AX03,sjogren's syndrome,acetylcholine receptor agonist,False,True
CHEMBL167731,PIXANTRONE,L01DB11,non-Hodgkin lymphoma (NHL),topoisomerase inhibitor,False,False
CHEMBL1337,NITISINONE,A16AX04,tyrosinemia,hydroxyphenylpyruvate dioxygenase inhibitor,False,False
CHEMBL170988,PHENFORMIN,A10BA01,,AMPK activator,False,False
CHEMBL169901,DEBRISOQUIN,C02CC04,hypertension,adrenergic neuron blocker,False,True
CHEMBL354077,AMIFAMPRIDINE,N07XX05,Lambert-Eaton myasthenic syndrome (LEMS),potassium channel blocker,False,True
CHEMBL354541,LOMITAPIDE,C10AX12,hypercholesterolemia,microsomal trigylceride transfer protein inhibitor,False,False
CHEMBL1339,VARDENAFIL HYDROCHLORIDE,,,,False,False
CHEMBL1341,METHOXYFLURANE,N02BG09,general anaesthetic,membrane permeability inhibitor,False,True
CHEMBL1342,OXYBATE,,,,False,False
CHEMBL1345,GUANETHIDINE MONOSULFATE,,,,False,False
